"SAP Buchungskreis";"order number";"article number";"article name"
"M262";"190209707";"1387960";"HP 6341/00 LADYSHAVE WET & DRY (ONLY BATTERY)"
"M085";"190514506";"2519397";"SM 7683/10 XELSIS EDELSTAHL FRONT"
"S100";"190325778";"2660342";"HX 9911/09 DIAMONDCLEAN PREMIUM MIT LADEGLAS"
"S296";"190131059";"2583346";"BRL175/00 PRESTIGE MIT PEDIKÜRE-AUFSATZ"
"M138";"190429113";"2583347";"BHD274/00 DRYCARE PRO 2200WATT"
"M135";"190367051";"1591125";"HR 1388/80 SALAD MAKER"
"M093";"9318259";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M299";"190558331";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"S001";"190554524";"2658283";"BRI 959/00"
"M039";"190464405";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S082";"190770650";"1735436";"HPS 930/00"
"S015";"190381204";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M024";"190438494";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M306";"190267749";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M312";"190103935";"2670375";"EP 5447/90"
"M073";"190363948";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M042";"190481976";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S006";"190681267";"2395804";"BG 3015/15 SERIES 3000"
"M160";"190284818";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"M132";"190322827";"2395812";"BT 3216/14 SERIES 3000"
"S052";"190346917";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"M149";"190459680";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S086";"191076288";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M204";"190250859";"1822510";"HX 6510/22"
"M221";"190786173";"2112359";"HX 6322/04"
"S315";"190414705";"1290782";"QC 5115/15"
"M296";"190097804";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M246";"190239061";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"M300";"190308639";"2583146";"HC5630/15 SERIES 5000"
"M089";"190521641";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"S344";"190101351";"1735450";"HF 3505/01"
"M094";"190348599";"2112376";"BRL 140/00"
"S034";"190267661";"2312251";"MG 5720/15 MULTIGROOM"
"M166";"190429519";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"S201";"190627655";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M188";"190496483";"2670812";"NT 3650/16"
"S306";"190410503";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M133";"190421292";"2670818";"S 5588/30"
"M017";"190452752";"2528072";"EP 2220/10 2200 PANARELLO SW"
"M199";"190537087";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M248";"190366995";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M173";"190507278";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M059";"190431180";"1724791";"HX 6511/22"
"M024";"190439932";"2643587";"EP 2220/40"
"M138";"190425968";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M147";"190397499";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M169";"190422944";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M138";"190426919";"1980322";"HC 9450/20"
"M211";"190379967";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M135";"190367051";"1712051";"HX 8211/02 AIRFLOSS"
"M020";"190480838";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"M048";"1702820";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"S202";"190315878";"2583350";"S 3233/52 SERIES 3000"
"M058";"190433333";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M233";"190353690";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"S056";"190478319";"1591155";"FC 6149/01"
"M292";"190123276";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M046";"190372023";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S207";"190348806";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M168";"190425723";"2670816";"S 7788/55"
"M065";"190490230";"1387960";"HP 6341/00 LADYSHAVE WET & DRY (ONLY BATTERY)"
"M079";"190340482";"2519397";"SM 7683/10 XELSIS EDELSTAHL FRONT"
"M177";"190369023";"2660342";"HX 9911/09 DIAMONDCLEAN PREMIUM MIT LADEGLAS"
"S096";"190445981";"2364570";"E14 HUE-BUNDLE DP AMBIANCE RGBW 6,5W+BRIDGE"
"S034";"190268207";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M254";"190298193";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"M053";"1666536";"2658283";"BRI 959/00"
"M216";"190414348";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M171";"190321442";"1735436";"HPS 930/00"
"S333";"190291411";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S037";"320374449";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"S082";"190770650";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M044";"190413077";"2670375";"EP 5447/90"
"M254";"190295893";"2229891";"FC 9331/09 POWER PRO COMPACT"
"S012";"190798240";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M065";"190490230";"2395804";"BG 3015/15 SERIES 3000"
"M152";"190335985";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"S333";"190291411";"2395812";"BT 3216/14 SERIES 3000"
"S006";"190681267";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"M196";"190344470";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M292";"190132202";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M078";"190474713";"1822510";"HX 6510/22"
"S021";"190241998";"2112359";"HX 6322/04"
"M221";"190789902";"1290782";"QC 5115/15"
"M227";"190426199";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M278";"190132172";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"M198";"190481058";"2583146";"HC5630/15 SERIES 5000"
"S308";"192309197";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"S044";"190520653";"1735450";"HF 3505/01"
"S208";"190425593";"2112376";"BRL 140/00"
"M131";"190437112";"2312251";"MG 5720/15 MULTIGROOM"
"M045";"190406526";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M209";"190487831";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M188";"190496483";"2670812";"NT 3650/16"
"M083";"190374340";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M148";"190334065";"2670818";"S 5588/30"
"M053";"1666539";"2528072";"EP 2220/10 2200 PANARELLO SW"
"M014";"190433224";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M014";"190426559";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M094";"190348587";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M190";"190563209";"1724791";"HX 6511/22"
"S017";"190289454";"2643587";"EP 2220/40"
"S336";"190264293";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M185";"190346472";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M130";"190448873";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M134";"190522515";"1980322";"HC 9450/20"
"M037";"190420108";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"S086";"191074014";"1712051";"HX 8211/02 AIRFLOSS"
"M222";"190325346";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"M241";"190305895";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"S082";"190771884";"2583350";"S 3233/52 SERIES 3000"
"M155";"190415400";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M040";"190511077";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M278";"190132172";"1591155";"FC 6149/01"
"M116";"190547196";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"S068";"190648116";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M208";"190370497";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M202";"190471113";"2670816";"S 7788/55"
"M129";"190477447";"1387960";"HP 6341/00 LADYSHAVE WET & DRY (ONLY BATTERY)"
"M051";"190457725";"2519397";"SM 7683/10 XELSIS EDELSTAHL FRONT"
"M224";"190282766";"2660342";"HX 9911/09 DIAMONDCLEAN PREMIUM MIT LADEGLAS"
"M031";"1491730";"2713268";"S 5579/50"
"M255";"190350255";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M210";"190499893";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"S069";"190348913";"2658283";"BRI 959/00"
"M135";"190367051";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M305";"190145571";"1735436";"HPS 930/00"
"S090";"190580878";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S010";"190385103";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M205";"190474915";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M139";"190357898";"2670375";"EP 5447/90"
"S082";"190770650";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M074";"2311038";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M238";"190174407";"2395804";"BG 3015/15 SERIES 3000"
"M078";"190476383";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"M104";"981433686";"2395812";"BT 3216/14 SERIES 3000"
"M147";"190399305";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"S323";"190333645";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S217";"190279002";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M238";"190175768";"1822510";"HX 6510/22"
"S092";"190764676";"2112359";"HX 6322/04"
"M221";"190789902";"1290782";"QC 5115/15"
"M183";"1552212";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M278";"190132172";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"S004";"190699985";"2583146";"HC5630/15 SERIES 5000"
"M028";"190416532";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"S307";"190530663";"1735450";"HF 3505/01"
"M211";"190380014";"2312251";"MG 5720/15 MULTIGROOM"
"M221";"190786173";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"S093";"190479572";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M110";"190440502";"2670812";"NT 3650/16"
"M050";"190483865";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M127";"190490661";"2670818";"S 5588/30"
"M239";"190267871";"2528072";"EP 2220/10 2200 PANARELLO SW"
"M138";"190423954";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M145";"190348136";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S031";"190604093";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M190";"190563209";"1724791";"HX 6511/22"
"M009";"190420916";"2643587";"EP 2220/40"
"M018";"190539028";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"S063";"190460221";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M242";"190285695";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M065";"190490230";"1980322";"HC 9450/20"
"S306";"190407789";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"S312";"190303972";"1712051";"HX 8211/02 AIRFLOSS"
"M020";"190479846";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"M027";"190541254";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"S313";"190300119";"2583350";"S 3233/52 SERIES 3000"
"S019";"190362036";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M144";"190538142";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M278";"190132172";"1591155";"FC 6149/01"
"M018";"190539844";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M114";"190449803";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M240";"190341783";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S036";"310367339";"2670816";"S 7788/55"
"M007";"190394770";"1387960";"HP 6341/00 LADYSHAVE WET & DRY (ONLY BATTERY)"
"M086";"190447940";"2660342";"HX 9911/09 DIAMONDCLEAN PREMIUM MIT LADEGLAS"
"M077";"190402758";"2713268";"S 5579/50"
"S067";"2192986";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M030";"190394405";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"S006";"190678178";"2658283";"BRI 959/00"
"M039";"190465018";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M098";"190529393";"1735436";"HPS 930/00"
"S344";"190101351";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M306";"190267749";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M305";"190145571";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M150";"190313117";"2670375";"EP 5447/90"
"M278";"190132172";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M073";"190368008";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M236";"190350252";"2395804";"BG 3015/15 SERIES 3000"
"M278";"190132172";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"S092";"190768749";"2395812";"BT 3216/14 SERIES 3000"
"S319";"190278994";"2583309";"HD 6561/67 SENSEO VIVA CAFE +100PAD GRATIS"
"M248";"190366995";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M031";"1491923";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M248";"190366995";"1822510";"HX 6510/22"
"M013";"190456164";"2112359";"HX 6322/04"
"M116";"190550183";"1290782";"QC 5115/15"
"S216";"190418011";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S056";"190479239";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"S010";"190385103";"2583146";"HC5630/15 SERIES 5000"
"M043";"190307762";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"M029";"190371291";"2312251";"MG 5720/15 MULTIGROOM"
"M208";"190370497";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M253";"190325001";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"S096";"190474620";"2670812";"NT 3650/16"
"M227";"190427947";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M189";"190490487";"2670818";"S 5588/30"
"M114";"190446362";"2528072";"EP 2220/10 2200 PANARELLO SW"
"S027";"196836886";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S001";"190557811";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M147";"190397339";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M190";"190563209";"1724791";"HX 6511/22"
"S309";"190359623";"2643587";"EP 2220/40"
"S012";"190791627";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M249";"190158761";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M140";"190300813";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M230";"190414672";"1980322";"HC 9450/20"
"S027";"196837697";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"S041";"190403755";"1712051";"HX 8211/02 AIRFLOSS"
"S209";"190453339";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M056";"190602124";"2583350";"S 3233/52 SERIES 3000"
"M129";"190477644";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M017";"190451100";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"GW03";"206688392";"1591155";"FC 6149/01"
"M028";"190416531";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M077";"190407208";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S082";"190770650";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S096";"190470291";"2670816";"S 7788/55"
"S069";"190349182";"1387960";"HP 6341/00 LADYSHAVE WET & DRY (ONLY BATTERY)"
"M012";"190405624";"2660342";"HX 9911/09 DIAMONDCLEAN PREMIUM MIT LADEGLAS"
"M057";"190427197";"2713268";"S 5579/50"
"M212";"190342370";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M069";"190597883";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"M073";"190368027";"2658283";"BRI 959/00"
"M042";"190481976";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M210";"190499893";"1735436";"HPS 930/00"
"S202";"190315878";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S104";"190399774";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"S322";"190236433";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"S303";"190521321";"2670375";"EP 5447/90"
"M278";"190132172";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M051";"190459117";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M176";"190262503";"2395804";"BG 3015/15 SERIES 3000"
"S099";"190291592";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"S001";"190557811";"2395812";"BT 3216/14 SERIES 3000"
"M300";"190308639";"2583309";"HD 6561/67 SENSEO VIVA CAFE +100PAD GRATIS"
"M135";"190367051";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M116";"190550926";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M248";"190366995";"1822510";"HX 6510/22"
"M176";"190264160";"2112359";"HX 6322/04"
"M301";"190285718";"1290782";"QC 5115/15"
"S009";"190409190";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S324";"194321041";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"M252";"190229715";"2583146";"HC5630/15 SERIES 5000"
"M246";"190217355";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"S307";"190537667";"2312251";"MG 5720/15 MULTIGROOM"
"M024";"190438494";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"S031";"190609440";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"S034";"190267661";"2670812";"NT 3650/16"
"S336";"190267635";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S095";"190334222";"2670818";"S 5588/30"
"M027";"190544056";"2528072";"EP 2220/10 2200 PANARELLO SW"
"M042";"190481976";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M111";"190416743";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M131";"190437432";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S304";"190709773";"1724791";"HX 6511/22"
"M253";"190327042";"2643587";"EP 2220/40"
"M227";"190426182";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"S201";"190627661";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S044";"190520653";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"S063";"190458074";"1980322";"HC 9450/20"
"M042";"190481978";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M083";"190372746";"1712051";"HX 8211/02 AIRFLOSS"
"S092";"190768751";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"S069";"190349121";"2583350";"S 3233/52 SERIES 3000"
"M064";"190550440";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M299";"190558893";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"S328";"190250070";"1591155";"FC 6149/01"
"M212";"190344055";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"S012";"190793028";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S056";"190478319";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S023";"190513732";"2670816";"S 7788/55"
"M115";"190330457";"2583351";"S 5941/27 SERIES 5000"
"M154";"190489308";"2472688";"HX 8431/01"
"M111";"190412749";"2713268";"S 5579/50"
"S093";"190479570";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M062";"190511862";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"M147";"190397413";"2658283";"BRI 959/00"
"M204";"190248880";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M065";"190490230";"1735436";"HPS 930/00"
"S004";"190693325";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M305";"190145571";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M281";"190357463";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M041";"190384541";"2670375";"EP 5447/90"
"M115";"190331759";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M237";"190345790";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M176";"190261997";"2395804";"BG 3015/15 SERIES 3000"
"S069";"190353701";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"S306";"190406742";"2395812";"BT 3216/14 SERIES 3000"
"M052";"190302357";"2583309";"HD 6561/67 SENSEO VIVA CAFE +100PAD GRATIS"
"M028";"190418992";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S080";"190488951";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M199";"190537087";"1822510";"HX 6510/22"
"M176";"190264160";"2112359";"HX 6322/04"
"S038";"330558116";"1290782";"QC 5115/15"
"S328";"190246474";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S040";"190586196";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"M138";"190426919";"2583146";"HC5630/15 SERIES 5000"
"M018";"190539429";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"M043";"190330710";"2312251";"MG 5720/15 MULTIGROOM"
"M030";"190399241";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M072";"190455484";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"S078";"1725427";"2670812";"NT 3650/16"
"M201";"190382625";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S201";"190633114";"2670818";"S 5588/30"
"M171";"190321273";"2528072";"EP 2220/10 2200 PANARELLO SW"
"S104";"190398395";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M133";"190421954";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M175";"190423800";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M176";"190264160";"1724791";"HX 6511/22"
"S303";"190520062";"2643587";"EP 2220/40"
"M236";"190350326";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M182";"190368672";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S037";"320372130";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M156";"190393642";"1980322";"HC 9450/20"
"GW03";"206682585";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"S044";"190520653";"1712051";"HX 8211/02 AIRFLOSS"
"M254";"190295893";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M068";"190519149";"2583350";"S 3233/52 SERIES 3000"
"M252";"190228954";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M218";"190329949";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M038";"190492119";"1591155";"FC 6149/01"
"S309";"190359621";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M402";"190080765";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S056";"190478319";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M062";"190517073";"2670816";"S 7788/55"
"M157";"190344198";"2583351";"S 5941/27 SERIES 5000"
"M086";"190446663";"2472688";"HX 8431/01"
"M209";"190490931";"2713268";"S 5579/50"
"M188";"190496487";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M200";"190396843";"1591127";"HR 7778/00"
"S023";"190514187";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M296";"190097797";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S095";"190336291";"1735436";"HPS 930/00"
"M043";"190330710";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M072";"190455500";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M278";"190132172";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M036";"190316492";"2670375";"EP 5447/90"
"GW03";"206688392";"2229891";"FC 9331/09 POWER PRO COMPACT"
"S058";"190315731";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S069";"190349197";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"S058";"190313128";"2395812";"BT 3216/14 SERIES 3000"
"S082";"190770650";"2583309";"HD 6561/67 SENSEO VIVA CAFE +100PAD GRATIS"
"M028";"190418992";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M037";"190422001";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M199";"190537087";"1822510";"HX 6510/22"
"M176";"190264160";"2112359";"HX 6322/04"
"M045";"190406526";"1290782";"QC 5115/15"
"M242";"190285697";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M222";"190324883";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"S006";"190681267";"2583146";"HC5630/15 SERIES 5000"
"M065";"190486994";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"M248";"190366995";"2312251";"MG 5720/15 MULTIGROOM"
"S027";"196829410";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M024";"190439810";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M259";"190210689";"2670812";"NT 3650/16"
"S220";"190193021";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M068";"190519145";"2670818";"S 5588/30"
"S210";"190575832";"2528072";"EP 2220/10 2200 PANARELLO SW"
"S068";"190648116";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M042";"190481976";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M162";"190382922";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M170";"190450335";"1724791";"HX 6511/22"
"M018";"190540068";"2643587";"EP 2220/40"
"S092";"190769639";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"S043";"190425771";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S015";"190383109";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M201";"190380743";"1980322";"HC 9450/20"
"M246";"190235820";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M228";"190417166";"1712051";"HX 8211/02 AIRFLOSS"
"S010";"190385103";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M066";"190455750";"2583350";"S 3233/52 SERIES 3000"
"S053";"190360245";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M307";"190323829";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M165";"190335805";"1591155";"FC 6149/01"
"M120";"190402836";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M138";"190429104";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S052";"190346917";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S004";"190695663";"2670816";"S 7788/55"
"S201";"190636546";"2583351";"S 5941/27 SERIES 5000"
"M252";"190229330";"2472688";"HX 8431/01"
"M149";"190463150";"2713268";"S 5579/50"
"M187";"190448122";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"S012";"190800458";"1591127";"HR 7778/00"
