"SAP Buchungskreis";"order number";"article number";"article name"
"M115";"190328683";"2583346";"BRL175/00 PRESTIGE MIT PEDIKÜRE-AUFSATZ"
"M024";"190438494";"2583347";"BHD274/00 DRYCARE PRO 2200WATT"
"M098";"190528573";"1982796";"GC 9642/60 PERFECTCARE ELITE SILENCE"
"M067";"190387298";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M007";"190397511";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"M141";"190320914";"2658283";"BRI 959/00"
"S322";"190236625";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M018";"190544170";"1735436";"HPS 930/00"
"M155";"190415564";"1446570";"HQ 203/50"
"S049";"190460585";"2208438";"HR 1949/20 AVANCE SLOW JUICER"
"M131";"190437112";"1378132";"RQ 11/50"
"S044";"190520653";"2670811";"MG 5716/90"
"M073";"190362461";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M171";"190320004";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"S331";"190257513";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"S010";"190382027";"2670375";"EP 5447/90"
"M072";"190455487";"2229891";"FC 9331/09 POWER PRO COMPACT"
"S034";"190267661";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S104";"190399656";"1884704";"HP 8280/00 MOISTURE PROTECT"
"M115";"190328505";"2161344";"HF 3531/01 WAKE-UP LIGHT, NACHTLICH"
"M142";"190328737";"2395804";"BG 3015/15 SERIES 3000"
"M166";"190429519";"1019418";"HD 7546/20 GAIA THERM"
"S069";"190350023";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"S102";"190477959";"2528076";"EP 3243/50 3200 LATTEGO W"
"M144";"190541346";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"M116";"190550926";"2583349";"HC7650/15 SERIES 7000"
"M297";"190067226";"2312230";"HD 9652/90 AIRFRYER 1,4KG DIGITAL"
"M115";"190329364";"2457231";"FC 8782/09 PERFORMER SILENT 650W"
"M228";"190415583";"2457208";"GC 8930/10 PERFECTCARE EXPERT +/GRAU"
"M102";"190472913";"2735136";"S 9987/59 SHAVER 9000 DARK CHROME +"
"M178";"190338902";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M049";"190482893";"1883992";"HP 8232/20"
"S305";"190368982";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"S020";"190426546";"2663566";"T3215BK/00"
"M047";"190380214";"2528077";"FC 9555/09 POWERPRO ACTIVE"
"M227";"190428242";"1822510";"HX 6510/22"
"M088";"190606488";"2112359";"HX 6322/04"
"M149";"190464628";"1290782";"QC 5115/15"
"M061";"190375814";"2112353";"S 3510/06"
"S017";"190291503";"2112398";"QP 6520/20"
"M015";"190427610";"2312233";"BHH 822/00 MULTISTYLER"
"M141";"190324987";"2395805";"BG 5020/15 SERIES 5000"
"S090";"190578038";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S030";"190248348";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"S012";"190798240";"2583146";"HC5630/15 SERIES 5000"
"M040";"190510478";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"S052";"190346917";"1982798";"HP 8348/00"
"M225";"190362729";"2457184";"SP 9860/16 S9000 PRESTIGE M. LADEPAD"
"S072";"190399548";"1883996";"HP 8372/00"
"M053";"1666809";"2312275";"HX 9396/89 DIAMONDCLEAN ROSE GOLD"
"M199";"190534174";"2312226";"BHB 876/00 PROCARE AUTO CURLER"
"M251";"190272835";"2312254";"GC 4937/20 AZUR ADVANCED 3000W"
"M183";"1550250";"1883979";"HP 6393/00"
"S307";"190533868";"2112376";"BRL 140/00"
"M142";"190328737";"2716507";"MG5730/15 ALL-IN-ONE TRIMMER 5000"
"M294";"190141597";"2457205";"GC 4537/80 AZUR 2400W SCHWARZ"
"M048";"1703787";"2457186";"S 9721/41 RASIERER SW/CHROM"
"M014";"190426559";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M058";"190432350";"1521654";"CA 6702/00 INTENZA+ WASSERFILTER"
"S042";"190338532";"2457222";"HX 6074/27 OPTIMALWHITE MINI 4PK W"
"S322";"190236433";"2410929";"HC 3510/15 INKL. BARTKAMM SCHWARZ"
"M129";"190483865";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M227";"190428242";"2312284";"HX 9044/17 4 BÜRSTENKÖPFE WEISS"
"S214";"190324202";"2312207";"HD 6554/68 SENSEO ORIGINAL SW"
"S084";"190388090";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S038";"330566444";"2670818";"S 5588/30"
"M116";"190548211";"2312248";"FC 9741/09 POWERPRO EXPERT"
"M147";"190396496";"2528072";"EP 2220/10 2200 PANARELLO SW"
"M128";"190354964";"2395820";"CA 6700/90 FLÜSSIG-ENTKALKER"
"M222";"190324883";"1724800";"HX 6054/07 SENS. STD 4ER PACK"
"S044";"190512447";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M132";"190327045";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M027";"190540147";"1259162";"FC 6148/01 MINI VAC 10.8 V"
"M241";"190306385";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M073";"190368008";"1724791";"HX 6511/22"
"S036";"310366751";"2716504";"QP6550/15 ONEBLADE PRO FACE & BODY"
"M190";"190561744";"2643587";"EP 2220/40"
"M133";"190425888";"2670831";"HX 8494/03"
"M024";"190444119";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M023";"190499438";"2410931";"HC 3530/15 INKL. BARTKAMM SILBER"
"M213";"190272174";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M129";"190477447";"2643591";"HX 8438/03 AIRFLOSS ULTRA + ZUB SW"
"S041";"190401519";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"S086";"191077422";"1980322";"HC 9450/20"
"M047";"190378122";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M087";"190363421";"2670808";"BRE 700/00"
"M278";"190132172";"2457177";"S 5290/12 RASIERER SW/SILBER"
"S201";"190629766";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"M050";"190486025";"2570479";"GC 7929/20 PERFECTCARE COMPACT+ BLAU"
"M003";"190484033";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"S033";"190323549";"2583350";"S 3233/52 SERIES 3000"
"S332";"190250117";"2606592";"EP 3221/40 3200 MATT-SCHWARZ/EDELSTAHL PANARELLO"
"S095";"190336291";"2612659";"HX 3212/01"
"S037";"320372133";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M012";"190403689";"2395926";"HD 6563/60 SENSEO VIVA CAFÉ SW"
"M307";"190325043";"1591155";"FC 6149/01"
"M190";"190561553";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"S074";"190768312";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S072";"190397722";"2716527";"HX9092/10 ALL IN ONE WHITE"
"M127";"190492531";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S214";"190324202";"2673181";"HD 9318/20"
"M051";"190458112";"2670816";"S 7788/55"
"M053";"1667586";"2607298";"HD 9860/90 AIRFRYER SMART SENSING 1,4KG"
"M228";"190419951";"2226511";"HR 3655/00 35.000 U/MIN. 1400W EDELSTAHL"
"S041";"190403755";"1387960";"HP 6341/00 LADYSHAVE WET & DRY (ONLY BATTERY)"
"M281";"190358230";"2519397";"SM 7683/10 XELSIS EDELSTAHL FRONT"
"S027";"196829410";"2229915";"HX 8432/01 AIRFLOSS ULTRA"
"M119";"190477649";"2670584";"HD 6562/32 SENSEO VIVA CAFE"
"M127";"190490661";"2712916";"CSA 240/20 SENSEO SELECT ECO"
"M048";"1702820";"2583346";"BRL175/00 PRESTIGE MIT PEDIKÜRE-AUFSATZ"
"S037";"320374449";"2583347";"BHD274/00 DRYCARE PRO 2200WATT"
"M020";"190479842";"1982796";"GC 9642/60 PERFECTCARE ELITE SILENCE"
"M309";"190305414";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M291";"190168247";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"S066";"190882901";"2658283";"BRI 959/00"
"M211";"190384868";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M307";"190325043";"1735436";"HPS 930/00"
"S048";"190415070";"2663587";"A1105BK/00"
"M058";"190433333";"1378132";"RQ 11/50"
"S332";"190251197";"2670811";"MG 5716/90"
"S318";"190264266";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M211";"190379966";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M223";"190399013";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M040";"190510062";"2670375";"EP 5447/90"
"M147";"190397301";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M215";"190405425";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S076";"190850278";"1884704";"HP 8280/00 MOISTURE PROTECT"
"S092";"190764676";"1980323";"MG 1100/16"
"M312";"190101395";"2395804";"BG 3015/15 SERIES 3000"
"S038";"330558116";"1019418";"HD 7546/20 GAIA THERM"
"M035";"190380074";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"M147";"190396465";"2528076";"EP 3243/50 3200 LATTEGO W"
"M007";"190397511";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"M224";"190284751";"2583349";"HC7650/15 SERIES 7000"
"M253";"190324881";"2457231";"FC 8782/09 PERFORMER SILENT 650W"
"M174";"190406046";"2457208";"GC 8930/10 PERFECTCARE EXPERT +/GRAU"
"M118";"190443349";"2735136";"S 9987/59 SHAVER 9000 DARK CHROME +"
"M178";"190338902";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S056";"190478319";"1883992";"HP 8232/20"
"S082";"190771884";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M050";"190489404";"2528077";"FC 9555/09 POWERPRO ACTIVE"
"M178";"190338902";"1822510";"HX 6510/22"
"S012";"190801911";"2112359";"HX 6322/04"
"S069";"190350444";"1290782";"QC 5115/15"
"M062";"190511862";"2112353";"S 3510/06"
"S092";"190764676";"2112398";"QP 6520/20"
"M197";"190502966";"2312233";"BHH 822/00 MULTISTYLER"
"S209";"190453339";"2395805";"BG 5020/15 SERIES 5000"
"S304";"190704060";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M061";"190379798";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"M237";"190345790";"2583146";"HC5630/15 SERIES 5000"
"S316";"190357157";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"S016";"190587873";"2457184";"SP 9860/16 S9000 PRESTIGE M. LADEPAD"
"M141";"190322932";"2167925";"HU 4811/10 LUFTBEFEUCHTER"
"S051";"190289425";"2312226";"BHB 876/00 PROCARE AUTO CURLER"
"M068";"190516872";"2312254";"GC 4937/20 AZUR ADVANCED 3000W"
"S012";"190791477";"1883979";"HP 6393/00"
"M031";"1491121";"2112376";"BRL 140/00"
"M144";"190541346";"2716507";"MG5730/15 ALL-IN-ONE TRIMMER 5000"
"S082";"190770650";"2457205";"GC 4537/80 AZUR 2400W SCHWARZ"
"M058";"190433333";"2457186";"S 9721/41 RASIERER SW/CHROM"
"S305";"190369296";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M162";"190386130";"2457222";"HX 6074/27 OPTIMALWHITE MINI 4PK W"
"S333";"190294230";"2410929";"HC 3510/15 INKL. BARTKAMM SCHWARZ"
"M010";"190534114";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M232";"190257507";"2312284";"HX 9044/17 4 BÜRSTENKÖPFE WEISS"
"S214";"190324202";"2312207";"HD 6554/68 SENSEO ORIGINAL SW"
"M212";"190341696";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M089";"190520617";"2670818";"S 5588/30"
"S034";"190267661";"2395913";"HD 6563/00 SENSEO VIVA CAFÉ WEISS"
"M257";"190173877";"2528072";"EP 2220/10 2200 PANARELLO SW"
"M147";"190397413";"1724800";"HX 6054/07 SENS. STD 4ER PACK"
"S090";"190577300";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S096";"190474620";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M094";"190348599";"1259162";"FC 6148/01 MINI VAC 10.8 V"
"S304";"190708114";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S064";"190326893";"1724791";"HX 6511/22"
"M299";"190557327";"2716504";"QP6550/15 ONEBLADE PRO FACE & BODY"
"M078";"190477087";"2643587";"EP 2220/40"
"M202";"190469249";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"S321";"190261686";"2410931";"HC 3530/15 INKL. BARTKAMM SILBER"
"S014";"190673675";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M095";"190545175";"2643591";"HX 8438/03 AIRFLOSS ULTRA + ZUB SW"
"M101";"190384456";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"S332";"190251197";"1980322";"HC 9450/20"
"S325";"190298605";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M241";"190305895";"2670808";"BRE 700/00"
"S006";"190681408";"2457177";"S 5290/12 RASIERER SW/SILBER"
"M147";"190396475";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"M311";"190106376";"2570479";"GC 7929/20 PERFECTCARE COMPACT+ BLAU"
"S012";"190798240";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M034";"190410172";"2583350";"S 3233/52 SERIES 3000"
"M049";"190478384";"2606592";"EP 3221/40 3200 MATT-SCHWARZ/EDELSTAHL PANARELLO"
"M015";"190427623";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M306";"190264701";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M172";"190431163";"2395926";"HD 6563/60 SENSEO VIVA CAFÉ SW"
"M291";"190168247";"1591155";"FC 6149/01"
"S084";"190383429";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M043";"190330710";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M078";"190472822";"2312263";"GC 9682/80 PERFECTCARE ELITE PLUS"
"S068";"190648116";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S075";"190301757";"2673181";"HD 9318/20"
"M013";"190455566";"2670816";"S 7788/55"
"M260";"190200132";"2607298";"HD 9860/90 AIRFRYER SMART SENSING 1,4KG"
"M043";"190304675";"2226511";"HR 3655/00 35.000 U/MIN. 1400W EDELSTAHL"
"M051";"190459117";"1387960";"HP 6341/00 LADYSHAVE WET & DRY (ONLY BATTERY)"
"M220";"190324726";"2519397";"SM 7683/10 XELSIS EDELSTAHL FRONT"
"M262";"190209707";"2229915";"HX 8432/01 AIRFLOSS ULTRA"
"M129";"190477447";"2670584";"HD 6562/32 SENSEO VIVA CAFE"
"M127";"190490661";"2712916";"CSA 240/20 SENSEO SELECT ECO"
"M306";"190263364";"2583346";"BRL175/00 PRESTIGE MIT PEDIKÜRE-AUFSATZ"
"S010";"190385103";"2583347";"BHD274/00 DRYCARE PRO 2200WATT"
"M252";"190223359";"1982796";"GC 9642/60 PERFECTCARE ELITE SILENCE"
"M145";"190344190";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"S304";"190715711";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"M060";"190428851";"2658283";"BRI 959/00"
"M188";"190496483";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M018";"190540594";"1735436";"HPS 930/00"
"M150";"190313384";"2457236";"FC 5005/01 FILTER SPEEDPRO MAX"
"M187";"190448059";"1378132";"RQ 11/50"
"M030";"190399241";"2670811";"MG 5716/90"
"M003";"190483765";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S038";"330558116";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M088";"190606488";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M249";"190159870";"2670375";"EP 5447/90"
"M148";"190334068";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M059";"190428403";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M205";"190474915";"1884704";"HP 8280/00 MOISTURE PROTECT"
"M012";"190403689";"2395804";"BG 3015/15 SERIES 3000"
"M048";"1702820";"1019418";"HD 7546/20 GAIA THERM"
"S051";"190289144";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"M173";"190507264";"2528076";"EP 3243/50 3200 LATTEGO W"
"M228";"190417166";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"S027";"196829410";"2583349";"HC7650/15 SERIES 7000"
"M012";"190403514";"2457196";"HU 4814/10 LUFTBEFEUCHTER SW/SILBER"
"M169";"190421473";"2457208";"GC 8930/10 PERFECTCARE EXPERT +/GRAU"
"S093";"190479541";"2735136";"S 9987/59 SHAVER 9000 DARK CHROME +"
"M253";"190326718";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M115";"190331759";"1883992";"HP 8232/20"
"S083";"190322185";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M278";"190129337";"2528077";"FC 9555/09 POWERPRO ACTIVE"
"M169";"190421741";"1822510";"HX 6510/22"
"M228";"190417166";"2112359";"HX 6322/04"
"S099";"190290992";"1290782";"QC 5115/15"
"M149";"190464013";"1590757";"HF 3520/01"
"S080";"190491351";"2112398";"QP 6520/20"
"M188";"190496483";"1694107";"CA 6500/60 SCHWARZ MILCHAUFSCHÄMER"
"M174";"190405315";"2395805";"BG 5020/15 SERIES 5000"
"M084";"190472577";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S060";"190479753";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"M223";"190399013";"2583146";"HC5630/15 SERIES 5000"
"S010";"190359286";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"M115";"190330461";"2457184";"SP 9860/16 S9000 PRESTIGE M. LADEPAD"
"M012";"190403510";"2167925";"HU 4811/10 LUFTBEFEUCHTER"
"M068";"190521303";"2312226";"BHB 876/00 PROCARE AUTO CURLER"
"S044";"190514202";"2312254";"GC 4937/20 AZUR ADVANCED 3000W"
"M095";"190545175";"1883979";"HP 6393/00"
"M223";"190399013";"2112376";"BRL 140/00"
"M016";"190398153";"2716507";"MG5730/15 ALL-IN-ONE TRIMMER 5000"
"M218";"190330230";"2457205";"GC 4537/80 AZUR 2400W SCHWARZ"
"M166";"190426615";"2457186";"S 9721/41 RASIERER SW/CHROM"
"S086";"191074014";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"S056";"190483082";"2457222";"HX 6074/27 OPTIMALWHITE MINI 4PK W"
"M057";"190425168";"2716511";"BRI955/00 LUMEA SERIES 9000 INKL. 3 AUFSÄTZE"
"M235";"190381440";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M040";"190510304";"2312284";"HX 9044/17 4 BÜRSTENKÖPFE WEISS"
"M312";"190105255";"2312207";"HD 6554/68 SENSEO ORIGINAL SW"
"M230";"190416049";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S311";"190415228";"2670818";"S 5588/30"
"S210";"190575960";"2395913";"HD 6563/00 SENSEO VIVA CAFÉ WEISS"
"M094";"190348588";"2528072";"EP 2220/10 2200 PANARELLO SW"
"M188";"190496483";"2583340";"HR2600/80 MINI STANDMIXER DAILY, 350W"
"M206";"190313092";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M178";"190338902";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S204";"190315433";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M031";"1491121";"1724791";"HX 6511/22"
"S041";"190403755";"2395808";"BRE 651/00 SATINELLE"
"M161";"190444272";"2643587";"EP 2220/40"
"S027";"196836856";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"S056";"190478319";"2410931";"HC 3530/15 INKL. BARTKAMM SILBER"
"S208";"190428010";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M053";"1667625";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"GW03";"206694018";"1980322";"HC 9450/20"
"S325";"190286614";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M017";"190452789";"2670808";"BRE 700/00"
"M238";"190174407";"2457177";"S 5290/12 RASIERER SW/SILBER"
"S075";"190301757";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"M230";"190413902";"2570479";"GC 7929/20 PERFECTCARE COMPACT+ BLAU"
"M241";"190305854";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M034";"190410172";"2583350";"S 3233/52 SERIES 3000"
"S201";"190627662";"2606592";"EP 3221/40 3200 MATT-SCHWARZ/EDELSTAHL PANARELLO"
"S021";"190241548";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M132";"190323034";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M305";"190145571";"2395926";"HD 6563/60 SENSEO VIVA CAFÉ SW"
"M249";"190159120";"1591155";"FC 6149/01"
"S216";"190418009";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"S064";"190326891";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S201";"190634490";"2312263";"GC 9682/80 PERFECTCARE ELITE PLUS"
"M051";"190459117";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S016";"190586570";"2673181";"HD 9318/20"
"S001";"190551916";"2670816";"S 7788/55"
"M078";"190472831";"2607298";"HD 9860/90 AIRFRYER SMART SENSING 1,4KG"
"S103";"191763825";"2226511";"HR 3655/00 35.000 U/MIN. 1400W EDELSTAHL"
"S030";"190248348";"1387960";"HP 6341/00 LADYSHAVE WET & DRY (ONLY BATTERY)"
"S210";"190574902";"2519397";"SM 7683/10 XELSIS EDELSTAHL FRONT"
"M084";"190478356";"2229915";"HX 8432/01 AIRFLOSS ULTRA"
"M141";"190321159";"2395806";"BRE 605/00 SATINELLE ADVANCED"
"M153";"190451057";"2712916";"CSA 240/20 SENSEO SELECT ECO"
"S207";"190348806";"2583346";"BRL175/00 PRESTIGE MIT PEDIKÜRE-AUFSATZ"
"M013";"190456164";"2583347";"BHD274/00 DRYCARE PRO 2200WATT"
"M147";"190398894";"1982796";"GC 9642/60 PERFECTCARE ELITE SILENCE"
"S072";"190399371";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M061";"190378010";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"M282";"190348043";"2658283";"BRI 959/00"
"M306";"190263104";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M081";"190496578";"1735436";"HPS 930/00"
"M188";"190496483";"1230780";"HD 4419/20"
"S092";"190768751";"2670811";"MG 5716/90"
"M034";"190410172";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M048";"1702820";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"S073";"2329134";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M161";"190444270";"2670375";"EP 5447/90"
"S075";"190301878";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M196";"190344470";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S036";"310366751";"1884704";"HP 8280/00 MOISTURE PROTECT"
"M056";"190599842";"2395804";"BG 3015/15 SERIES 3000"
"M024";"190438494";"1019418";"HD 7546/20 GAIA THERM"
"M027";"190542693";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"M062";"190512048";"2528076";"EP 3243/50 3200 LATTEGO W"
"M198";"190481058";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"M252";"190229715";"2583349";"HC7650/15 SERIES 7000"
"M137";"190404920";"2457196";"HU 4814/10 LUFTBEFEUCHTER SW/SILBER"
"M240";"190341864";"2457208";"GC 8930/10 PERFECTCARE EXPERT +/GRAU"
"S210";"190575960";"1749445";"HR 2105/00"
"M178";"190337277";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M017";"190448804";"1883992";"HP 8232/20"
"M310";"190101939";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"S098";"190502966";"2528077";"FC 9555/09 POWERPRO ACTIVE"
"M211";"190380014";"1822510";"HX 6510/22"
"M278";"190130901";"2112359";"HX 6322/04"
"M248";"190366995";"1290782";"QC 5115/15"
"M147";"190397385";"2112398";"QP 6520/20"
"M171";"190320004";"1694107";"CA 6500/60 SCHWARZ MILCHAUFSCHÄMER"
"S078";"1729456";"2395805";"BG 5020/15 SERIES 5000"
"M174";"190404542";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S031";"190605661";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"M055";"190365646";"2583146";"HC5630/15 SERIES 5000"
"S027";"196827507";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"S009";"190406733";"2457184";"SP 9860/16 S9000 PRESTIGE M. LADEPAD"
"S096";"190464700";"2312226";"BHB 876/00 PROCARE AUTO CURLER"
"S085";"190296426";"2312254";"GC 4937/20 AZUR ADVANCED 3000W"
"S075";"190301757";"2716509";"MG7720/15 SERIES 7000"
"M209";"190486790";"2112376";"BRL 140/00"
"S004";"190699985";"2716507";"MG5730/15 ALL-IN-ONE TRIMMER 5000"
"M003";"190480313";"2457205";"GC 4537/80 AZUR 2400W SCHWARZ"
"M144";"190511614";"2457186";"S 9721/41 RASIERER SW/CHROM"
"M063";"190289398";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M148";"190334064";"1388432";"EXP 2546/12"
"M229";"190252709";"2716511";"BRI955/00 LUMEA SERIES 9000 INKL. 3 AUFSÄTZE"
"M028";"190421622";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"S309";"190359622";"1928832";"FC 9922/09"
"M203";"1418086";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S332";"190248206";"2670818";"S 5588/30"
"M291";"190168247";"2395913";"HD 6563/00 SENSEO VIVA CAFÉ WEISS"
"S010";"190382051";"2528072";"EP 2220/10 2200 PANARELLO SW"
"S304";"190705935";"2583340";"HR2600/80 MINI STANDMIXER DAILY, 350W"
"M259";"190210689";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M202";"190469496";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M078";"190472836";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M142";"190328737";"1724791";"HX 6511/22"
"S027";"196827185";"2395808";"BRE 651/00 SATINELLE"
"M014";"190429871";"2643587";"EP 2220/40"
"M167";"190418973";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"S079";"190735980";"2410931";"HC 3530/15 INKL. BARTKAMM SILBER"
"M301";"190285824";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M037";"190426302";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M093";"190415683";"1980322";"HC 9450/20"
"S038";"330558116";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M186";"190498756";"2670808";"BRE 700/00"
"M091";"190727183";"2457177";"S 5290/12 RASIERER SW/SILBER"
"M246";"190235858";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"M219";"190394263";"2511484";"HD7542/20 GAIA THERM COMPACT"
"M279";"190324729";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M188";"190496483";"2583350";"S 3233/52 SERIES 3000"
"M200";"190397100";"2395955";"HD 6592/00 SENSEO SWITCH WEISS"
